path	top_level_tree	size_bytes	reachability	phase2_verdict	phase3_disposition	recommendation_ids	confidence	signals
docs/forensic/18e9f4d/diagrams/02-trust-boundaries.mmd	docs	2667	unreferenced-but-plausibly-current	unreferenced-review	owner-decision-required	R-07	low	no-incoming-tracked-reference
docs/forensic/18e9f4d/diagrams/03-build-deploy.mmd	docs	2757	unreferenced-but-plausibly-current	unreferenced-review	owner-decision-required	R-07	low	no-incoming-tracked-reference
docs/forensic/18e9f4d/diagrams/04-fork-comparison.mmd	docs	3687	unreferenced-but-plausibly-current	unreferenced-review	owner-decision-required	R-07	low	no-incoming-tracked-reference
docs/forensic/18e9f4d/findings.json	docs	11045	unreferenced-but-plausibly-current	unreferenced-review	owner-decision-required	R-07	low	no-incoming-tracked-reference
document-portal/404.html	document-portal	4814	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/README.md	document-portal	9196	unreferenced-but-plausibly-current	unreferenced-review	owner-decision-required	R-07	low	stale-copy-at-same-path-inside-tracked-archive | no-incoming-tracked-reference
document-portal/admin.html	document-portal	9064	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/config.example.js	document-portal	2819	config-template	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
document-portal/ds/colors_and_type.css	document-portal	10767	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
document-portal/ds/ds.css	document-portal	722	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
document-portal/ds/fonts/CascadiaMono-Regular.woff2	document-portal	143932	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/ds/icons/sprite.svg	document-portal	8017	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/ds/logo/nitda-lockup-white.png	document-portal	12383	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
document-portal/ds/logo/nitda-lockup.png	document-portal	112180	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
document-portal/ds/logo/nitda-symbol.png	document-portal	56669	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
document-portal/ds/styles/base.css	document-portal	4566	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/styles/components.css	document-portal	39333	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/styles/components/command-palette.css	document-portal	11685	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
document-portal/ds/styles/layout.css	document-portal	3252	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/styles/reset.css	document-portal	1152	asset-referenced	duplicate-divergent	merge-superset-direction	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.component.css	document-portal	5786	asset-referenced	duplicate-exact	consolidate-into-single-source	R-03 | R-08	high	exact-duplicate-of-tracked-file | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.density.css	document-portal	1285	asset-referenced	duplicate-exact	consolidate-into-single-source	R-03 | R-08	high	exact-duplicate-of-tracked-file | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.primitive.css	document-portal	8731	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.semantic.css	document-portal	7088	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.theme-dark.css	document-portal	3096	asset-referenced	partial-fork-review	reconcile-two-way-drift	R-03	low	partial-fork | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.theme-hc.css	document-portal	2575	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/ds/tokens/tokens.theme-light.css	document-portal	753	asset-referenced	duplicate-divergent	merge-superset-direction	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
document-portal/favicon.svg	document-portal	262	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/index.html	document-portal	14922	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/js/admin-panels.js	document-portal	18043	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/js/admin.js	document-portal	36176	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/js/core.js	document-portal	29931	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/js/data.js	document-portal	24555	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/js/home.js	document-portal	7582	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/js/icons.js	document-portal	14116	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/js/submit.js	document-portal	23733	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/js/support.js	document-portal	16110	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/js/track.js	document-portal	18217	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/manifest.webmanifest	document-portal	736	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/portal.css	document-portal	26129	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/robots.txt	document-portal	67	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/sitemap.xml	document-portal	381	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
document-portal/submit.html	document-portal	15541	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	shared-lineage | stale-copy-at-same-path-inside-tracked-archive
document-portal/support.html	document-portal	14189	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/sw.js	document-portal	2654	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
document-portal/track.html	document-portal	9136	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	shared-lineage | stale-copy-at-same-path-inside-tracked-archive
index.html	root runtime	4387	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/acknowledgment.js	modules	13959	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/activities.js	modules	24852	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/approvals.js	modules	7129	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/archive.js	modules	4008	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/assistant.js	modules	4329	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/bulk-assignment.js	modules	8354	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/comments.js	modules	2658	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/correspondence-email.js	modules	12054	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/correspondence.js	modules	20790	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/diagnostics.js	modules	8238	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/dispatch.js	modules	9654	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/ecm-erp-charter.js	modules	16698	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/executive.js	modules	11697	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/fasttrack.js	modules	10007	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/home.js	modules	4435	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/lookup.js	modules	14208	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/operator-hud.js	modules	4810	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/orchestrator.js	modules	6354	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/registry.js	modules	11592	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/reports.js	modules	9107	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/response-tracking.js	modules	11154	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/settings.js	modules	7852	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/single-assignment.js	modules	15388	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
modules/statistics.js	modules	10053	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
modules/user-admin.js	modules	9119	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
newack/ack.html	newack	7654	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
newack/config.js	newack	2636	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	R-01	high	byte-identical-copy-inside-tracked-archive
newack/email.html	newack	6371	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
newack/index.html	newack	7893	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
newack/styles.css	newack	7035	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
package-lock.json	root runtime	63368	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
package.json	root runtime	1234	script-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
playwright.config.js	root runtime	1986	script-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
proxy/README.md	proxy	6618	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/src/authorize.js	proxy	4645	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/src/config.js	proxy	2848	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/src/handler.js	proxy	7349	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/src/jwt.js	proxy	6722	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/src/server.js	proxy	2440	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
proxy/test/proxy.test.mjs	proxy	13830	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
scripts/check-links.mjs	scripts	2051	script-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
scripts/setup-local.mjs	scripts	5809	script-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	R-02	high	(none)
shared/accessibility.js	shared	493	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
shared/components.js	shared	12139	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
shared/design-system-adapter.js	shared	6177	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
shared/figma-uiux-runtime.js	shared	5956	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
shared/relationship-runtime.js	shared	3628	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
shared/shell.js	shared	14000	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
shared/welcome-runtime.js	shared	8589	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	stale-copy-at-same-path-inside-tracked-archive
shared/workspace-guide.js	shared	620	runtime-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
styles/app.css	styles	81442	asset-referenced	stale-content-review	correct-stale-claim	R-04	low	stale-copy-at-same-path-inside-tracked-archive | carries-stale-outbound-references
styles/dgo-design-system/base.css	styles	5499	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/brand-type.css	styles	4989	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/colors_and_type.css	styles	8817	asset-referenced	stale-content-review	correct-stale-claim	R-03 | R-04	low	byte-identical-copy-inside-tracked-archive | carries-stale-outbound-references
styles/dgo-design-system/components.css	styles	47239	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | stale-copy-at-same-path-inside-tracked-archive
styles/dgo-design-system/layout.css	styles	3263	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/platform-authority.css	styles	10288	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/reset.css	styles	1129	asset-referenced	duplicate-divergent	merge-superset-direction	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.component.css	styles	5786	asset-referenced	duplicate-exact	consolidate-into-single-source	R-03 | R-08	high	exact-duplicate-of-tracked-file | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.density.css	styles	1285	asset-referenced	duplicate-exact	consolidate-into-single-source	R-03 | R-08	high	exact-duplicate-of-tracked-file | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.enhanced.css	styles	1094	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.legacy-bridge.css	styles	3062	asset-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	R-03	high	byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.primitive.css	styles	8820	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.semantic.css	styles	7077	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.theme-dark.css	styles	4237	asset-referenced	partial-fork-review	reconcile-two-way-drift	R-03	low	partial-fork | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.theme-hc.css	styles	3159	asset-referenced	duplicate-divergent	reconcile-two-way-drift	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/dgo-design-system/tokens/tokens.theme-light.css	styles	729	asset-referenced	duplicate-divergent	merge-superset-direction	R-03	medium	divergent-copy | byte-identical-copy-inside-tracked-archive
styles/index.css	styles	3012	asset-referenced	stale-content-review	correct-stale-claim	R-04	low	byte-identical-copy-inside-tracked-archive | carries-stale-outbound-references
tests/README.md	tests	3924	script-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
tests/auth-posture.test.mjs	tests	9719	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
tests/check-imports.mjs	tests	4602	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
tests/check-secrets.mjs	tests	7320	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
tests/governance.test.mjs	tests	14290	standalone-entrypoint	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
tests/secrets-baseline.txt	tests	1056	test-reachable	no-duplicate-or-obsolescence-signal	keep-as-is	R-02	high	(none)
tests/smoke.spec.js	tests	11864	documentation-referenced	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	(none)
universal_filename_policy_deliverables/universal_filename_policy_ai_machine_usage.json	universal_filename_policy_deliverables	4247	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
universal_filename_policy_deliverables/universal_filename_policy_one_page_memo.pdf	universal_filename_policy_deliverables	2809	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
universal_filename_policy_deliverables/universal_filename_policy_sop.md	universal_filename_policy_deliverables	2995	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
universal_filename_policy_deliverables/universal_filename_policy_sop.txt	universal_filename_policy_deliverables	2381	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
universal_filename_policy_deliverables/universal_filename_policy_team_handbook.pdf	universal_filename_policy_deliverables	5683	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
universal_filename_policy_deliverables/universal_filename_policy_word_version.docx	universal_filename_policy_deliverables	38946	archive-contained	no-duplicate-or-obsolescence-signal	keep-as-is	(none)	high	byte-identical-copy-inside-tracked-archive
